No         Predictions            Accuracy [%]
14890      (1 0 0 5 1 0 0)              87.876
14891      (1 0 0 0 1 0 1)              87.875
14892      (1 0 2 5 1 0 1)              87.873
14893      (1 0 2 3 1 2 0)              87.871
14894      (1 0 4 6 1 1 1)              87.869
14895      (1 0 2 3 1 2 1)              87.868
14896      (1 0 1 0 1 1 1)              87.865
14897      (1 0 2 3 1 1 1)              87.863
14898      (1 0 1 0 1 1 1)              87.860
14899      (1 0 1 5 1 1 1)              87.856
14900      (1 0 4 2 1 2 1)              87.854
14901      (1 0 1 2 1 1 1)              87.852
14902      (1 0 0 0 1 0 1)              87.850
14903      (1 0 4 0 1 1 0)              87.849
14904      (1 0 0 5 1 0 0)              87.848
14905      (1 0 1 5 1 2 1)              87.846
14906      (1 0 2 6 1 2 1)              87.844
14907      (1 0 2 3 1 1 1)              87.843
14908      (1 0 2 3 1 1 1)              87.841
14909      (1 0 3 2 1 1 1)              87.838
14910      (1 0 2 3 2 0 2)              87.838
14911      (1 0 2 3 1 2 1)              87.839
14912      (1 0 0 0 0 0 0)              87.835
14913      (1 0 2 4 0 0 0)              87.833
14914      (1 0 2 3 1 2 1)              87.831
14915      (1 0 4 2 1 2 1)              87.829
14916      (1 0 2 3 1 1 1)              87.827
14917      (1 0 2 3 1 2 1)              87.826
14918      (1 0 4 0 1 1 0)              87.825
14919      (1 0 1 5 1 1 1)              87.821
14920      (1 0 0 0 2 2 1)              87.820
14921      (1 0 4 4 2 1 1)              87.819
14922      (1 0 2 3 1 1 1)              87.817
14923      (1 0 2 3 1 0 1)              87.815
14924      (1 0 4 2 1 2 1)              87.813
14925      (1 0 2 3 1 0 1)              87.811
14926      (1 0 4 3 1 1 1)              87.808
14927      (1 0 0 3 0 0 0)              87.805
14928      (1 0 0 3 1 1 1)              87.804
14929      (1 0 4 2 0 0 0)              87.800
14930      (1 0 2 6 1 2 1)              87.798
14931      (1 0 2 3 0 2 0)              87.795
14932      (1 0 2 6 1 2 0)              87.793
14933      (1 0 2 6 1 2 1)              87.791
14934      (1 0 0 5 0 2 0)              87.789
14935      (1 0 2 3 1 2 1)              87.788
14936      (1 0 1 5 1 1 1)              87.784
14937      (1 0 4 3 1 0 1)              87.781
14938      (1 0 0 0 1 2 0)              87.780
14939      (1 0 2 3 1 2 1)              87.779
14940      (1 0 2 2 1 0 1)              87.777
14941      (1 0 2 3 2 0 2)              87.777
14942      (1 0 2 3 1 0 2)              87.775
14943      (1 0 2 6 1 2 1)              87.773
14944      (1 0 0 0 0 0 0)              87.771
14945      (1 0 2 3 1 0 1)              87.770
14946      (1 0 4 3 1 1 1)              87.767
14947      (1 0 2 3 2 2 1)              87.765
14948      (1 0 2 6 1 2 1)              87.762
14949      (1 0 2 3 1 1 1)              87.760
14950      (1 0 2 3 1 2 1)              87.759
14951      (1 0 2 3 1 1 1)              87.757
14952      (1 0 2 3 1 2 1)              87.756
14953      (1 0 3 3 1 0 1)              87.754
14954      (1 0 2 3 2 1 2)              87.754
14955      (1 0 0 6 0 1 0)              87.753
14956      (1 0 4 2 2 2 1)              87.752
14957      (1 0 3 5 0 2 0)              87.749
14958      (1 0 2 0 2 1 2)              87.746
14959      (1 0 2 3 1 0 1)              87.744
14960      (1 0 2 3 1 2 1)              87.743
14961      (1 0 4 2 1 1 1)              87.740
14962      (1 0 2 3 1 2 1)              87.738
14963      (1 0 2 4 0 0 1)              87.735
14964      (1 0 2 6 1 2 1)              87.734
14965      (1 0 1 5 1 1 1)              87.730
14966      (1 0 1 5 1 1 1)              87.728
14967      (1 0 2 3 1 2 1)              87.727
14968      (1 0 2 5 1 0 1)              87.725
14969      (1 0 1 0 1 0 1)              87.724
14970      (1 0 2 3 1 2 1)              87.723
14971      (1 0 2 3 2 1 1)              87.722
14972      (1 0 1 2 2 2 1)              87.720
14973      (1 0 2 4 0 0 0)              87.718
14974      (1 0 0 3 0 0 0)              87.717
14975      (1 0 2 5 2 1 1)              87.715
14976      (1 0 4 2 1 2 1)              87.713
14977      (1 0 2 6 1 2 1)              87.711
14978      (1 0 4 2 1 2 1)              87.709
14979      (1 0 2 3 1 0 1)              87.707
14980      (1 0 4 3 1 1 1)              87.704
14981      (1 0 2 6 1 1 0)              87.701
14982      (1 0 2 6 1 2 1)              87.700
14983      (1 0 1 5 1 1 1)              87.696
14984      (1 0 2 2 1 0 1)              87.694
14985      (1 0 2 3 0 0 0)              87.692
14986      (1 0 2 3 1 1 1)              87.690
14987      (1 0 2 3 1 0 1)              87.688
14988      (1 0 2 3 1 1 1)              87.686
14989      (1 0 1 3 1 2 1)              87.684
14990      (1 0 4 6 0 2 0)              87.681
14991      (1 0 3 5 0 2 0)              87.678
14992      (1 0 2 3 1 2 1)              87.677
14993      (1 0 1 5 1 1 1)              87.673
14994      (1 0 2 3 0 0 1)              87.671
14995      (1 0 2 3 1 0 1)              87.669
14996      (1 0 2 3 1 2 1)              87.667
14997      (1 0 0 0 2 2 1)              87.666
14998      (1 0 2 3 1 2 1)              87.665
14999      (1 0 4 4 0 2 0)              87.663
15000      (1 0 2 3 1 1 1)              87.661
15001      (1 0 2 3 1 2 1)              87.660
15002      (1 0 3 3 2 1 2)              87.656
15003      (1 0 2 3 1 1 1)              87.654
15004      (1 0 2 2 1 2 1)              87.653
15005      (1 0 2 3 0 2 0)              87.650
15006      (1 0 2 6 1 2 1)              87.648
15007      (1 0 4 2 1 2 1)              87.646
15008      (1 0 2 3 1 1 0)              87.643
15009      (1 0 2 6 1 2 1)              87.641
15010      (1 0 4 3 1 0 1)              87.638
15011      (1 0 4 2 1 1 1)              87.638
15012      (1 0 1 5 1 1 1)              87.634
15013      (1 0 0 3 1 1 1)              87.633
15014      (1 0 2 3 1 2 1)              87.631
15015      (1 0 2 3 1 2 1)              87.630
15016      (1 0 2 3 0 0 0)              87.628
15017      (1 0 4 2 0 0 0)              87.624
15018      (1 0 2 6 1 2 1)              87.622
15019      (1 0 2 3 1 1 1)              87.620
15020      (1 0 2 3 1 2 1)              87.619
15021      (1 0 1 3 1 0 1)              87.617
15022      (0 1 4 6 1 0 1)              87.612
15023      (1 0 2 3 1 2 1)              87.612
15024      (1 0 2 2 1 2 1)              87.611
15025      (1 0 4 2 1 2 1)              87.609
15026      (1 0 1 5 1 1 1)              87.605
15027      (1 0 0 0 0 0 0)              87.605
15028      (1 0 4 5 1 2 0)              87.602
15029      (1 0 1 2 1 2 1)              87.600
15030      (1 0 0 0 0 0 0)              87.596
15031      (1 0 1 5 1 1 1)              87.592
15032      (1 0 0 3 0 0 0)              87.589
15033      (1 0 1 0 0 0 0)              87.586
15034      (1 0 2 0 2 1 2)              87.583
15035      (1 0 2 6 1 1 1)              87.582
15036      (1 0 2 5 0 2 0)              87.580
15037      (1 0 2 6 1 2 1)              87.579
15038      (1 0 1 5 1 1 1)              87.575
15039      (1 0 4 6 1 2 1)              87.575
15040      (1 0 1 5 1 2 1)              87.572
15041      (1 0 4 6 1 2 1)              87.572
15042      (1 0 0 0 1 2 1)              87.571
15043      (1 0 4 0 2 2 1)              87.567
15044      (1 0 2 3 1 0 1)              87.565
15045      (1 0 4 6 1 2 1)              87.564
15046      (1 0 2 3 1 0 1)              87.562
15047      (1 0 2 3 1 2 1)              87.561
15048      (1 0 2 3 1 0 1)              87.559
15049      (1 0 0 0 1 0 1)              87.557
15050      (1 0 2 3 1 0 1)              87.555
15051      (1 0 2 5 1 0 1)              87.553
15052      (1 0 2 3 1 2 1)              87.551
15053      (1 0 4 6 1 2 1)              87.549
15054      (1 0 2 2 1 0 1)              87.547
15055      (1 0 0 0 1 2 1)              87.546
15056      (1 0 2 3 1 1 1)              87.545
15057      (1 0 4 3 0 1 0)              87.542
15058      (1 0 2 6 1 2 1)              87.541
15059      (1 0 2 3 0 0 0)              87.540
15060      (1 0 2 3 1 1 1)              87.538
15061      (1 0 1 3 1 0 1)              87.535
15062      (1 0 1 3 1 0 1)              87.532
15063      (1 0 2 3 2 1 2)              87.528
15064      (1 0 4 0 0 0 0)              87.525
15065      (1 0 0 3 1 1 1)              87.524
15066      (1 0 3 0 0 2 1)              87.521
15067      (1 0 2 6 1 2 1)              87.519
15068      (1 0 2 3 2 2 1)              87.517
15069      (1 0 1 5 1 1 1)              87.513
15070      (1 0 2 6 1 1 1)              87.513
15071      (1 0 3 3 1 1 1)              87.511
15072      (1 0 0 0 1 0 1)              87.510
15073      (1 0 2 6 1 1 1)              87.510
15074      (1 0 2 3 1 1 1)              87.507
15075      (1 0 2 3 2 2 2)              87.506
15076      (1 0 0 5 1 0 0)              87.505
15077      (1 0 2 2 1 0 1)              87.503
15078      (1 0 2 3 1 2 1)              87.502
15079      (1 0 2 6 1 2 1)              87.500
15080      (1 0 2 3 1 0 1)              87.498
15081      (1 0 2 3 1 0 1)              87.496
15082      (1 0 3 2 2 2 1)              87.492
15083      (1 0 2 3 1 1 1)              87.489
15084      (1 0 2 3 1 0 1)              87.487
15085      (1 0 2 3 1 2 1)              87.486
15086      (1 0 2 0 2 1 2)              87.483
15087      (1 0 1 5 1 1 1)              87.480
15088      (1 0 0 4 0 0 0)              87.480
15089      (1 0 1 0 1 0 1)              87.479
15090      (1 0 2 2 1 1 1)              87.478
15091      (1 0 2 6 1 1 1)              87.477
15092      (1 0 1 0 1 1 1)              87.474
15093      (1 0 4 6 1 2 1)              87.473
15094      (1 0 2 3 2 1 2)              87.470
15095      (1 0 0 0 1 2 0)              87.468
15096      (1 0 2 4 0 0 0)              87.466
15097      (1 0 2 3 1 2 1)              87.465
15098      (1 0 1 5 1 1 1)              87.464
15099      (1 0 1 5 2 2 2)              87.463
15100      (1 0 4 2 1 2 1)              87.461
15101      (1 0 1 5 1 1 1)              87.457
15102      (1 0 0 0 0 0 0)              87.455
15103      (1 0 0 0 1 2 0)              87.454
15104      (1 0 4 4 0 2 0)              87.452
15105      (1 0 2 3 0 0 0)              87.448
15106      (1 0 2 6 1 2 1)              87.446
15107      (1 0 2 5 1 0 1)              87.444
15108      (1 0 1 5 1 1 1)              87.440
15109      (1 0 4 0 1 2 1)              87.437
15110      (1 0 1 1 2 1 2)              87.434
15111      (1 0 1 4 1 1 1)              87.431
15112      (1 0 2 6 1 2 1)              87.430
15113      (1 0 2 3 1 0 1)              87.428
15114      (1 0 4 4 0 2 0)              87.426
15115      (1 0 2 3 1 0 1)              87.424
15116      (1 0 4 4 0 2 0)              87.422
15117      (1 0 2 3 1 2 0)              87.420
15118      (1 0 1 5 1 1 1)              87.417
15119      (1 0 1 3 1 0 1)              87.415
15120      (1 0 4 2 1 2 1)              87.413
15121      (1 0 1 5 1 2 1)              87.409
15122      (1 0 1 5 1 1 1)              87.405
15123      (1 0 2 3 1 0 1)              87.403
15124      (1 0 2 3 1 1 1)              87.401
15125      (1 0 2 3 1 0 1)              87.399
15126      (1 0 4 0 2 2 1)              87.395
15127      (1 0 1 2 1 2 1)              87.393
15128      (1 0 2 3 1 1 1)              87.391
15129      (1 0 1 5 1 1 1)              87.387
15130      (1 0 2 3 1 0 1)              87.385
15131      (1 0 4 2 0 0 0)              87.381
15132      (1 0 0 0 2 2 2)              87.378
15133      (1 0 2 3 1 2 1)              87.379
15134      (1 0 2 3 2 1 2)              87.378
15135      (1 0 4 2 0 0 0)              87.374
15136      (1 0 1 5 1 1 1)              87.370
15137      (1 0 0 0 0 0 0)              87.367
15138      (1 0 4 2 1 2 1)              87.365
15139      (1 0 0 3 0 0 0)              87.362
15140      (1 0 2 3 1 0 1)              87.360
15141      (1 0 1 5 1 1 1)              87.359
15142      (1 0 4 3 1 0 1)              87.356
15143      (1 0 1 6 0 0 0)              87.355
15144      (1 0 2 3 1 2 1)              87.354
15145      (1 0 2 3 1 2 1)              87.353
15146      (1 0 2 3 1 1 1)              87.351
15147      (1 0 1 5 1 1 1)              87.347
15148      (1 0 2 3 1 2 1)              87.347
15149      (1 0 4 3 1 0 1)              87.344
15150      (1 0 1 5 1 2 1)              87.341
15151      (1 0 2 3 1 1 1)              87.339
15152      (1 0 2 3 1 0 1)              87.337
15153      (1 0 2 3 1 0 1)              87.335
15154      (1 0 2 6 1 1 1)              87.333
15155      (1 0 2 3 1 1 1)              87.331
15156      (1 0 4 1 0 2 1)              87.328
15157      (1 0 2 3 1 2 1)              87.327
15158      (1 0 0 0 0 0 0)              87.323
15159      (1 0 2 3 2 1 2)              87.319
15160      (0 0 4 6 1 2 0)              87.316
15161      (1 0 2 3 2 1 2)              87.316
15162      (1 0 2 3 1 1 1)              87.314
15163      (1 0 3 2 1 2 1)              87.312
15164      (1 0 4 2 1 1 1)              87.309
15165      (1 0 2 3 1 0 1)              87.308
15166      (1 0 2 3 1 0 1)              87.306
15167      (1 0 0 3 1 1 1)              87.305
15168      (1 0 1 5 1 2 1)              87.303
15169      (1 0 2 3 1 2 1)              87.302
15170      (1 0 1 5 1 1 1)              87.298
15171      (1 0 4 3 1 2 0)              87.298
15172      (1 0 2 3 1 1 1)              87.295
15173      (1 0 2 3 1 0 1)              87.293
15174      (1 0 1 4 2 1 1)              87.291
15175      (1 0 1 5 1 1 1)              87.288
15176      (1 0 1 0 1 1 1)              87.285
15177      (1 0 2 5 2 1 1)              87.283
15178      (1 0 2 3 1 2 1)              87.283
15179      (1 0 2 3 1 1 1)              87.281
15180      (1 0 2 5 1 0 1)              87.279
15181      (1 0 2 3 1 0 1)              87.277
15182      (1 0 2 3 1 2 1)              87.275
15183      (1 0 4 2 1 2 1)              87.273
15184      (1 0 2 2 1 0 1)              87.272
15185      (1 0 4 2 2 2 1)              87.270
15186      (1 0 2 3 1 0 1)              87.268
15187      (1 0 1 0 1 1 1)              87.266
15188      (1 0 0 5 1 0 0)              87.265
15189      (1 0 2 3 1 2 1)              87.263
15190      (1 0 2 3 1 2 1)              87.263
15191      (1 0 1 5 1 1 1)              87.262
15192      (1 0 2 3 1 2 1)              87.260
15193      (1 0 1 5 1 1 1)              87.256
15194      (1 0 2 6 1 1 1)              87.256
15195      (1 0 2 6 1 2 1)              87.254
15196      (1 0 2 3 1 1 1)              87.252
15197      (1 0 2 3 0 0 0)              87.253
15198      (1 0 2 3 1 2 1)              87.252
15199      (1 0 2 3 1 0 1)              87.253
15200      (1 0 2 3 1 2 1)              87.252
15201      (1 0 1 5 1 2 1)              87.251
15202      (1 0 2 3 1 1 1)              87.249
15203      (1 0 2 4 0 0 0)              87.247
15204      (1 0 0 3 1 1 0)              87.245
15205      (1 0 2 3 1 2 1)              87.246
15206      (1 0 2 3 1 0 1)              87.244
15207      (1 0 1 3 1 0 1)              87.243
15208      (1 0 2 5 2 1 1)              87.241
15209      (1 0 2 3 1 1 1)              87.239
15210      (1 0 2 3 2 1 2)              87.239
15211      (1 0 4 0 1 1 0)              87.238
15212      (1 0 2 3 2 2 2)              87.237
15213      (1 0 4 6 1 2 1)              87.236
15214      (1 0 2 3 1 2 1)              87.235
15215      (1 0 4 2 1 2 1)              87.233
15216      (1 0 2 6 0 0 1)              87.231
15217      (1 1 0 6 0 2 0)              87.228
15218      (1 0 2 3 1 1 1)              87.226
15219      (1 0 2 3 0 2 0)              87.223
15220      (1 0 2 6 1 2 1)              87.220
15221      (1 0 2 6 1 2 1)              87.218
15222      (1 0 0 3 1 1 1)              87.217
15223      (1 0 1 0 1 1 1)              87.214
15224      (1 0 4 4 0 2 0)              87.213
15225      (1 0 2 6 1 1 1)              87.213
15226      (1 0 0 5 1 1 1)              87.212
15227      (1 0 4 2 1 2 1)              87.210
15228      (1 0 2 3 1 2 1)              87.209
15229      (1 0 3 1 1 2 1)              87.208
15230      (1 0 2 3 1 1 1)              87.206
15231      (1 0 1 5 1 1 1)              87.202
15232      (1 0 2 3 1 1 1)              87.200
15233      (1 0 4 2 1 2 1)              87.198
15234      (1 0 0 0 1 1 1)              87.196
15235      (1 0 2 3 2 1 2)              87.195
15236      (1 0 2 3 1 0 1)              87.193
15237      (1 0 0 0 1 0 1)              87.193
15238      (1 0 2 6 1 2 1)              87.191
15239      (1 0 2 3 1 0 1)              87.189
